date,name,group,impact,description,caption,image,title
2019-05-05,Trump threatens to raise tariffs on China,US,5,"
Trump says that the US will increase tariffs on US$200 billion worth of Chinese products from 10 percent to 25 percent, effective Friday, May 10. The tariffs would apply to the products included on List 3, which have been subject to 10 percent tariffs since September 24, 2018. The tariffs on List 3 were initially scheduled to increase to 25 percent on January 1, 2019, until the US and China agreed to delay the increase until March 1, 2019 and then later agreed to delay them indefinitely.

Trump also says that he would come up with new tariffs of 25 percent on an additional US$325 billion worth of Chinese goods, which would cover essentially all remaining Chinese products. Trump says that the tariff increase is being done because the Chinese side is attempting to “renegotiate” the trade deal and is backsliding on commitments.",,,
2019-04-30,US and China hold trade talks in Beijing,Both,5,"
US and Chinese negotiators continue trade talks in Beijing on Tuesday, April 30 and Wednesday, May 1. Mnuchin calls the talks “productive” and confirms that the two sides will continue negotiations in Washington the next week.",,,
2019-04-10,US and China agree to establish trade deal enforcement offices,Both,5,"
US Treasury Secretary Steve Mnuchin says that the US and China have agreed to establish “enforcement offices” to monitor the enforcement of the trade deal, which has yet to be finalized. According to media reports, other issues relating to enforcement have yet to be agreed upon, such as whether the US will have the right to unilaterally re-implement tariffs if China is deemed to have reneged on its commitments.",,,
2019-04-03,US and China hold trade talks in Washington,Both,5,"
US and Chinese negotiators continue trade talks in Washington from Wednesday, April 3 to Friday, April 5, a week after holding negotiations in Beijing. On Thursday, April 4, Trump meets with Liu He, and says that the two sides will know “over the next four weeks” whether they can strike a deal. US and Chinese negotiators agree to continue talks the following week.",,,
2019-04-01,China bans all types of fentanyl,China,5,"
China announces that it will ban all variants of the synthetic opioid fentanyl, effective May 1, 2019, in what is considered a concession to the US amid trade talks. China previously banned some strains of fentanyl, but only banned other strains on a case-by-case basis rather than as a class of drug. Because of the opioid crisis in the US,5, China’s treatment of fentanyl production and distribution had been a source of tension in bilateral relations.",,,
2019-03-31,China extends the suspension of additional tariffs on US autos and auto parts,China,5,"
China extends the suspension of additional tariffs on US autos and auto parts, which were set to go back into force on April 1, 2019. China previously placed retaliatory tariffs of 25 percent on such products in reaction to US tariffs, but suspended them in December 2018, effective January 1 to April 1, 2019. The announcement did not state when the suspension would expire. US autos are still subject to China’s standard tariff rate of 15 percent.",,,
2019-03-28,US and China hold trade talks in Beijing after one month break,Both,5,"
US and Chinese negotiators resume trade talks in Beijing on Thursday, March 28 and Friday, March 29 after not meeting face-to-face for nearly one month. The month-long break was partly due to the Two Sessions meetings held in early March, which were China’s biggest political meetings of the year. Officials call the trade talks constructive, with an enforcement mechanism to monitor China’s commitment to trade concessions reportedly a sticking point.",,,
2019-02-21,US and China hold trade talks in Washington; Trump extends tariff deadline,Both,5,"
On Thursday, February 21, US and Chinese negotiators resume trade talks in Washington. The day after, on Friday, February 22, Trump meets with Liu He in front of the media, expressing optimism about a trade deal.

On Sunday, February 24, Trump announces that he will extend the March 1 trade deal truce deadline, citing progress in trade talks. Trump does not give a concrete date for a new deadline, but expresses hope that Xi will visit Trump’s Mar-a-Lago resort in Florida in March to finalize a trade deal.",,,
2019-02-11,US and China hold trade talks in Beijing,Both,5,"
The US and China hold trade talks in Beijing. On Friday, February 15, Xi meets with the top negotiators from the US, in what is widely interpreted as a goodwill gesture. At the end of negotiations, the US and China continue to have differences, but agree to keep talking in Washington the following week.",,,
2019-02-07,Trump says he will not meet with Xi before trade deal deadline,US,5,"
Trump says that he will not meet with Xi in-person before the tariff ceasefire expires on March 1, 2019. Previously, on January 31, Trump said that he would meet with Xi in-person in February.",,,
2019-01-30,US and China hold 2-day trade talks in Washington D.C.,Both,5,"
The US and China hold in-person talks in Washington D.C., with Liu He leading China’s trade delegation. During the negotiations, China offers to buy five million tons of US soybeans. Trump announces that he will meet with Xi in-person in February.",,,
2019-01-22,US cancels preparatory talks with China,US,5,"
The US White House reportedly cancel a trade planning meeting with two Chinese vice ministers ahead of trade talks to be held in Washington D.C. US officials cited disagreements over the enforcement of IP rules as the reason for the cancellation.",,,
2019-01-07,US and China engage in 3-day trade talks in Beijing,Both,5,"
On January 7, official delegations from US and China began trade talks, which were held in Beijing – the first face-to-face meeting since agreeing to a 90-day truce, which ends March 1.
Related News

    Shifts in China’s Industrial Supply Chain and the US-China Trade War

Originally scheduled to take place over two days, the discussions extended a day further after many issues remained unresolved. China’s top economic adviser Liu He also made a surprise appearance at the talks, which were intended to be at a vice-ministerial level only.

The discussions were divided into two areas – ‘trade issues’, which included trade imbalances in certain sectors and ‘structural issues’, such as forced technology transfers, intellectual property protection, and non-tariff barriers.

After the talks, China’s Commerce Ministry issued a statement that the talks were “extensive and established a foundation for the resolution of each other’s concerns.”

The USTR issued a statement announcing China’s pledge to purchase a “substantial amount of agricultural, energy, manufactured goods, and other products and services from the US”, but noted that several outstanding issues remain. The official statement can be found here.

Both sides have agreed to continue to keep in close contact.",,,
2018-12-14,China to temporarily lower tariffs on US autos; resumes buying US soybean exports,Both,5,"
China’s Ministry of Finance announces that it will temporarily remove additional 25 percent tariffs on US autos and five percent tariffs on certain US auto parts for three months, beginning on January 1, 2019.

During this period, US auto imports will be subject to China’s standard 15 percent tariff rate on foreign autos.

The suspension of these tariffs will affect 144 auto products as well as 67 auto-parts and marks the first concrete concession since the 90-day trade war truce made at the G20 Buenos Aires Leaders’ Summit. The official announcement can be found here.

China also resumes its purchase of US-soybeans, with reports showing that a large purchase of 1.5 million tons of beans was made.

In July 2018, China stopped purchasing US-produced soybeans in retaliation to US-tariffs on Chinese imports, marking the beginnings of the trade war as we know it.",,,
2018-12-02,US and China agree to temporary truce,Both,5,"
The US and China agree to a temporary truce to de-escalate trade tensions, following a working dinner at the G20 Summit in Buenos Aires on December 1, 2018. According to the agreement, both the US and China will refrain from increasing tariffs or imposing new tariffs for 90 days (until March 1, 2019), as the two sides work towards a larger trade deal.

More specifically, the US will refrain from increasing the tariffs described in List 3 that were slated to increase from 10 percent to 25 percent on January 1, 2019, and will not impose previously threatened tariffs on an additional US$267 worth of Chinese goods. For its part, China will purchase more US products – especially agricultural and energy products – and will crack down on the production and distribution of Fentanyl, a synthetic opioid produced primarily in China.

The official US statement can be found here.

The official Chinese statement can be found here.",,,
2018-11-19,US releases list of proposed export controls on emerging technologies,US,5,"
The US Bureau of Industry and Security (BIS) publishes proposed export control rules on emerging technologies for public comment. According to the proposed rules, emerging technologies such as artificial intelligence (AI), robotics, and quantum computing could be subject to export controls because they are dual-use technologies that could be used for military purposes. The rules do not specify China, but are widely considered by observers to be related to US efforts to prevent China from acquiring sensitive technologies.",,,
2018-11-09,US and China resume trade talks,Both,5,"The US and China reportedly resume trade talks, via a phone call between US Treasury Secretary Steve Mnuchin and Chinese Vice Premier Liu He. According to the report, the two sides discussed a framework for a trade deal, or at least a “ceasefire” to reduce tensions.",,,
2018-10-30,US reportedly prepared to announce tariffs on remaining Chinese products,Both,5,"
The US is reportedly prepared to announce tariffs on all remaining Chinese products by early December if talks between Trump and Xi at the G20 in Argentina are not successful. Based off trade figures from 2017, that would mean new tariffs on about US$257 worth of Chinese goods. If announced in early December, the tariffs would likely take effect in February 2019.",,,
2018-10-25,US and China officials resume contact,Both,5,"
US and China working-level officials reportedly resume contact after weeks of silence. The officials are reportedly preparing for Trump and Xi to meet on the sidelines of November’s G20 meetings in Argentina.",,,
2018-09-24,US and China implement third round of tariffs,Both,5,"
US: The US implements tariffs on US$200 billion worth of Chinese goods (List 3), bringing the total amount to US$250 billion. The tariffs carry an initial rate of 10 percent, and will be increased to 25 percent by January 1, 2019. The full and finalized List 3 can be found here.

CN: China responds to US tariffs by implementing tariffs on US$60 billion worth of US goods (List 3). List 3, originally published on August 3, can be found here, but with updated tariff rates of either five percent or 10 percent, as announced here.

China also released a White Paper, laying out the government’s official position on the US-China trade relationship. The White Paper can be accessed here.",,,
2018-09-22,China cancels trade talks with US,China,5,China cancels trade talks planned with the US ahead of the impending implementation of US tariffs on US$200 billion worth of Chinese goods (List 3).,,,
2018-09-18,China announces retaliation for US tariffs,China,5,"
China announces that it will implement tariffs on US$60 billion worth of US goods (List 3) after the latest round of tariffs from the US (worth US$200 billion) go into effect on September 24.",,,
2018-09-17,US finalizes tariffs on US$200 billion of Chinese goods,US,5,"
The USTR announces the finalized list of tariffs on US$200 billion worth of Chinese goods (List 3). The US says that the tariffs will go into effect on September 24 at an initial rate of 10 percent, to be increased to 25 percent by January 1, 2019. The full and finalized List 3 can be found here.",,,
2018-09-12,US invites China to re-open negotiations,Both,5,"
The White House’s top economic advisor, Larry Kudlow, says that the US has invited China to restart trade negotiations before tariffs on US$200 billion worth of Chinese goods (List 3) go into effect.",,,
2018-09-07,Trump threatens new tariffs,US,5,"
After the public comment period for List 3 of US tariffs on Chinese products ended on September 6, 2018, Trump threatens to impose tariffs on US$267 billion more. That would bring the total amount of tariffs threatened or imposed by the US on China to US$517 billion, accounting for essentially all Chinese exports to the US. In 2017, the US imported US$505 billion worth of products from China.",,,
2018-08-23,"US and China implement second round of tariffs, China files second WTO complaint",Both,5,"
US: US implements a 25 percent tariff on 279 goods originating from China (worth US$16 billion). Goods targeted include: semiconductors, chemicals, plastics, motorbikes and electric scooters. The full and finalized List 2 can be found here.

CN: China implements retaliatory 25 percent tariffs on 333 goods originating from the US (worth US$16 billion), including commodities such as: coal, copper scrap, fuel, buses and medical equipment. The full and finalized List 2 can be found here.

China also files a new WTO complaint against the United States’ Section 301 tariffs on Chinese goods issued on August 23 under List 2 (25 percent tariffs on US$16 billion).",,,
2018-08-22,US-China dialogue,Both,5,US and Chinese mid-level representatives meet for the first time since early in the trade war. US Treasury Under Secretary David Malpass and Chinese Commerce Vice Minister Wang Shouwen met in Washington DC to discuss ways to resolve the deepening trade conflict and escalating tariffs. Discussions end with no major breakthroughs.,,,
2018-08-14,China files WTO claim against US,Both,5,"
The Chinese Ministry of Commerce announces that a formal case has been lodged at the WTO against the US for its tariffs on solar panels, alleging that US tariffs have damaged China’s trade interests.",,,
2018-08-07,Second round of tariffs finalized and released,Both,5,"
US: US releases a revised version of tariffs on a final list of US$16 billion worth of imports from China (List 2). Set to take effect August 23, List 2 announces that the US$16 billion of imports will now be subject to a 25 percent tariff rather than previously announced 10 percent.

Five of the 284 items in the original list published on June 15 were removed, these being: alginic acid, splitting machines, containers, floating docks, and microtomes (collectively worth US$400 million in 2017).

CN: China’s Ministry of Commerce announces a reciprocal 25 percent additional tariff on US$16 billion of US exports to China, effective August 23, 2018. The tentative List 2 can be found here.",,,
2018-08-03,China announces second round of tariffs on US products,China,5,"In response to potential US tariffs on US$200 billion worth of products announced on August 1, 2018 (List 3), China’s Ministry of Commerce proposes a range of additional tariffs on 5,207 products originating from the US (worth US$60 billion), including the following:

    25 percent on 2,493 products (agricultural, products, foods, textiles and products, chemicals, metal products, machinery);
    20 percent on 1,078 products (foods, paperboard, chemicals works of art);
    10 percent on 974 products (agricultural products, chemicals, glassware); and
    5 percent on 662 products (chemicals, machinery, medical equipment).

The tentative List 3 can be found here.",,,
2018-08-02,US tariffs revisions (US$200 billion),Both,5,"The USTR, at the direction of Trump, considers a 25 percent tariff rather than a 10 percent one on List 3, which was originally announced on July 10, 2018. The list targets approximately US$200 billion worth of goods and includes categories such as: consumer products, chemical and construction materials, textiles, tools, food and agricultural products, commercial electronic equipment and vehicle/automotive parts.

The US Department of Commerce also adds 44 Chinese entities to its export control list that pose a “significant risk” to US national security.",,,
2018-07-10,US releases second tariff list,Both,5,"US:  The USTR releases a third list of tariffs (List 3) of over 6,000 commodities originating in China (worth US$200 billion), which will be subject to a 10 percent tariff.",,,
2018-07-06,US implements first China-specific tariffs,Both,5,"US: The US Customs and Border Protection (CBP) begins collecting a 25 percent tariff on 818 imported Chinese products (List 1) valued at US$34 billion – giving effect to the first round of tariffs, which were revised and announced on June 15, 2018.
Related services

    Regulatory Monitoring

Meanwhile, the second round of tariffs discussed in List 2 is under review, which proposes implementing a 25 percent tariff on 284 Chinese products (worth US$16 billion). Commodities targeted in this round of tariffs include: iron or steel products, electrical machinery, railway products, instruments and apparatus.

CN: China takes retaliatory measures by imposing a 25 percent tariff on 545 goods originating from the US (worth US$34 billion), including agricultural products, automobiles and aquatic products. The full and finalized List 1 can be found here.",,,
2018-06-16,"China revises its initial tariff list (25 percent on 106 products) to now include a 25 percent tariff on 545 products (valued at US$34 billion). This tariff will take effect July 6, 2018. China also proposes a second round of 25 percent tariffs on a further 114 products (valued at US$16 billion).",China,5,,,,
2018-06-15,"Initial list of products reduced and finalized. List 1 now implements a 25 percent tariff on a reduced 818 products (from 1,334) and is set to take effect on July 6, 2018. List 2 of 284 new products is also announced and under consideration.",China,5,,,,
2018-06-07,US and ZTE agree to deal that will allow ZTE to resume business.,US,5,,,,
2018-06-04,Two days of trade talks between US and China held in Beijing.,US,5,,,,
2018-05-29,US reinstates tariff plans after brief truce.,US,5,,,,
2018-05-20,US and China agree to put the trade war on hold after China reportedly agrees to buy more US goods.,US,5,,,,
2018-05-18,China’s Commerce Ministry announces that it will stop tariffs on US sorghum at negotiations.,China,5,,,,
2018-05-13,Trump promises to help ZTE in a tweet.,US,5,,,,
2018-05-03,"US-China engage in trade talks in Beijing, where the US demands that China reduce the trade gap by US$200 billion within two years. Talks end with no resolution.",US,5,,,,
2018-04-17,China announces antidumping duties of 178.6 percent on imports of sorghum from the US.,China,5,,,,
2018-04-16,US Department of Commerce concludes that Chinese telecom company ZTE violated US sanctions.<br>US companies are banned from doing business with ZTE for seven years.,US,5,,,,
2018-04-04,"China reacts to USTR’s initial list, and proposes 25 percent tariffs to be applied on 106 products (worth US$50 billion) on goods such as soybeans, automobile, chemicals (list revised on June 16).",China,5,,,,
2018-04-03,"The USTR releases an initial list of 1,334 proposed products (worth US$50 billion) subject to a potential 25 percent tariff (list revised June 15).",US,5,,,,
2018-04-02,"China imposes tariffs (ranging 15-25 percent) on 128 products (worth US$3 billion) including fruit, wine, seamless steel pipes, pork and recycled aluminium in retaliation to the US’ steel and aluminium tariffs.",China,5,,,,
2018-03-23,"US imposes a 25 percent tariff on all steel imports (except from Argentina, Australia, Brazil, and South Korea) and a 10 percent tariff on all aluminium imports (except from Argentina and Australia).",US,5,,,,
2018-03-22,"Trump signs a memorandum directing the following acts:

    To file a WTO case against China for their discriminatory licensing practices;
    To restrict investment in key technology sectors; and
    To impose tariffs on Chinese products (such as aerospace, information communication technology and machinery).",US,5,,,,
2018-02-07,"The US implements ‘global safeguard tariffs’ – placing a 30 percent tariff on all solar panel imports, except for those from Canada, (worth US$8.5 billion) and a 20 percent tariff on washing machine imports (worth US$1.8 billion).",US,5,,,,
2017-11-08,"Trump pays a “state visit plus” to China, where relations were considered to have warmed.",US,5,,,,
2017-08-18,"The USTR initiates an investigation into certain acts, policies and practices of the Chinese government relating to technology transfer, intellectual property and innovation.",US,5,,,,
2017-05-22,"US and China agree to a trade deal that would give US firms greater access to China’s agriculture, energy, and financial markets, while China gains access to sell cooked poultry to the US.",US,5,,,,
2017-04-28,The USTR is authorized to investigate whether steel/aluminium imports pose a threat to national security.,US,5,,,,
2017-04-06,"Xi visits Trump’s Mar-a-Lago estate in Florida, where they agree to set up a 100 Day Action Plan to resolve trade differences.",China,5,,,,
2016-05-02,"While campaigning for the Republican Party’s presidential nomination, Trump says “We can’t continue to allow China to rape our country and that’s what they’re doing. It’s the greatest theft in the history of the world.” The statement is one of many that Trump makes on the campaign trail about China’s trade practices.",US,5,,,,
2019-06-19,Apple considers moving 15% to 30% of production capacity out of China: report,Industry,5,https://archive.li/7RiVt,,,
2019-07-03,"HP, Dell and Microsoft look to join electronics exodus from China",Industry,5,"Global consumer electronics makers HP, Dell, Microsoft and Amazon are all looking to shift substantial production capacity out of China, joining a growing exodus that threatens to undermine the country's position as the world's powerhouse for tech gadgets.",,,
2019-07-18,"China scrambles to stem manufacturing exodus as 50 companies leave To counter tariff blow, government eases restrictions and offers perks",Industry,5,https://web.archive.org/web/20190720035001/https://asia.nikkei.com/Economy/Trade-war/China-scrambles-to-stem-manufacturing-exodus-as-50-companies-leave,,,
2019-07-25,High level trade talks to begin in Shanghai next week,Both,5,"According to media reports, US and China will begin high-level trade talks in Shanghai starting next Tuesday, July 30.
US Treasury Secretary Steven Mnuchin, Trade Representative Robert Lighthizer and Chinese Vice Premier Liu He are confirmed to attend.
This will be the first time the top negotiators meet face-to-face since Xi and Trump agreed to restart trade talks in late June. As it stands, both Beijing and Washington remain far apart on the terms of any deal.",,,
2019-07-16,"Trump threatens tariffs on US$325 billion of Chinese goods (despite promises not to), new member on China’s negotiating team",Both,5,"President Trump once again threatens to slap tariffs on another US$325 billion of Chinese goods, despite promises not to following the truce after the G20 Summit, only two weeks prior.
Meanwhile, China suddenly adds a new member to its negotiating team — commerce minister, Zhong Shan — viewed as a hardliner by many officials in Washington. Zhong was present at last month’s G20 summit and took part in a telephone conversation with US representatives last week.",,,
2019-07-09,"US exempts 110 Chinese products from 25 percent tariffs, issues licenses to American Huawei suppliers",US,5,"
The Trump Administration announces that it will exempt 110 Chinese products, including medical equipment for cancer, from the 25 percent tariffs that were added on July 6, 2018. The exemption will be valid for a year from July 9, 2019.
Further, Commerce Secretary Wilbur Ross said that the US government will issue licenses to companies seeking to sell goods to Huawei where there is no security threat. Ross confirmed that Huawei would remain on the Entity List, meaning winning licenses would require overcoming a presumption of denial, and said the scope of items requiring licenses would not change.",,,
2019-07-26,Trump Presses World Trade Organization on China,US,5,"The Trump administration on Friday escalated pressure on the World Trade Organization, giving the international group a 90-day ultimatum to alter a provision that the United States argues has long allowed China to game the global trading rules.",,,
2019-08-26,"Liu calls for calm, Trump says talks will proceed",China,5,"According to Caixin, China’s top trade negotiator Vice Premier Liu He called for calm amid the recent escalation of trade war threats. Liu reportedly told an audience that China “firmly opposes” the recent escalation of the trade war. Liu also said the escalation of the trade war was “against the interest of China, the US, and the entire world”.
US President Donald Trump later told the media, “China called last night our trade people and said, ‘let’s get back to the table’, so we’ll be getting back to the table, and I think they want to do something”.",,,
2019-08-25,"Trump, White House make contradictory statements",US,5,"US President Donald Trump told the media he was having “second thoughts” about the tariffs he had levied against China. Later, a White House spokesperson said that the only regret Trump had was that he had not imposed higher tariffs on China.",,,
2019-08-23,"China announces US$75 billion in tariffs on US goods, Trump threatens tariff increases on Chinese goods",Both,5,"The Customs Tariff Commission of China’s State Council announced US$75 billion in tariffs on US goods. Five and 10 percent tariffs will be imposed on 5,078 US goods in two batches, from September 1 (list 1) and December 15, 2019 (list 2), respectively.
Later on the same day, the State Council approved to reinstate Chinese tariffs on US automotive and auto parts starting December 15, 2019. The five and 25 percent Chinese tariffs on US automotive and auto parts had been exempted since January 1, 2019.
The first batch of US goods that will be affected from September 1 are organized in four parts:
    Part 1 includes 270 agriculture products that will be subject to a 10 percent tariff;
    Part 2 includes 646 agriculture products and some industrial products that will be subject to a 10 percent tariff;
    Part 3 includes 64 agriculture products that will be subject to a five percent tariff; and
    Part 4 includes 737 agriculture products, ores, chemicals, and some industrial products that will be subject to a five percent tariff.
The second batch of US goods that will be affected from December 15 are also organized in four parts:
    Part 1 includes 749 agriculture products, as well as chemicals, woods, stones and industrial products, that will be subject to a ten percent tariff;
    Part 2 includes 163 automotive products and some other industrial products that will be subject to a ten percent tariff;
    Part 3 includes 634 agriculture products, chemicals, some pharmaceutical products, and some industrial products, which will be subject to a five percent tariff; and
    Part 4 includes 1815 agriculture products, wood products, paper products, textile products, industrial products, and auto parts that will be subject to a five percent tariff.
China’s retaliatory tariff on US$75 billion worth of US goods was released after the USTR announcement of tariffs on August 13 on US$300 billion worth of Chinese goods – scheduled to begin on September 1 (list 4A) and December 15 (list 4B).
US President Trump reacted to the August 23 announcement on Twitter, stating, “American companies are hereby ordered to immediately start looking for an alternative to China”. Subsequent reports indicated that this threat was based on a controversial interpretation of the US’ International Emergency Powers Economic Act (IEPA) from 1977.
Later, Trump tweeted that the US would increase tariffs on US$300 billion worth of Chinese imports that was being tariffed from September 1. And from October 1, 2019, US tariffs on the remaining US$250 billion of Chinese goods would be increased from 25 to 30 percent.",,,
2019-08-13,US and China agree to talk again in two weeks,Both,5,"China’s Commerce Ministry states that US and China have agreed to restart talks on the phone in two weeks. This is expected to happen just days before September 1 – when the additional tariff is to come into force.
The statement was made after Chinese Vice Premier Liu He spoke with US Trade Representative Robert Lighthizer and Secretary of the Treasury Steven Mnuchin over the phone on August 13.
China’s Commerce Minister Zhong Shan, Central Bank governor Yi Gang, and Deputy Director of the NDRC Ning Jizhe are confirmed to attend the next scheduled call.",,,
2019-08-13,US delays tariffs on certain products and removes items from the list,US,5,"The USTR announced it is delaying the imposition of additional tariffs on certain Chinese imports to December 15. A 10 percent tariff on a host of Chinese products is still to come into effect on September 1.
The delayed tariffs would have affected the cost of items of mass consumption, including cell phones, laptops, video game consoles, computer monitors, certain items of footwear and clothing, and certain toys.
Besides delaying tariffs on some goods, the USTR is removing certain products from the scope of additional tariffs, citing “health, safety, national security” factors. An exclusion process for these products will be conducted, according to the USTR.",,,
2019-08-06,Chinese companies suspend new US agricultural product purchases,China,5,"According to a statement issued by the Ministry of Commerce on August 6, certain Chinese companies have suspended purchasing US agricultural products.
The statement also makes clear that the Customs Tariff Commission of the State Council will not rule out import tariffs on newly purchased US agricultural products after August 3. As a result, some Chinese companies have decided to suspend such imports.",,,
2019-08-06,US declares China is a currency manipulator,US,5,"The US Treasury declares China to be a currency manipulator, after the yuan sunk to 7 against the US dollar – its lowest level in 11 years – in apparent retaliation to the new punitive tariffs threatened to apply on the remainder of Chinese imports.
The declaration accuses China of manipulating its currency “to gain unfair competitive advantage in international trade,” and states that the US Treasury Secretary will engage with the International Monetary Fund to eliminate the advantages created by China’s latest actions
Not surprisingly, the People’s Bank of China has refuted these claims in a strongly worded statement, maintaining that “China has never used and will not use the RMB exchange rate as a tool to deal with the trade frictions” and that “changes to the RMB exchange rate is determined by market supply and demand.”",,,
2019-08-01,Trump says US will impose 10 percent tariffs on another US$300 billion of Chinese goods starting September 1,US,5,"“The U.S. will start, on September 1st, putting a small additional Tariff of 10% on the remaining 300 Billion Dollars of goods and products coming from China into our Country,” said Trump in a tweet.
The surprise tariff announcement comes after the US and China ended trade talks in Shanghai just the day before. Following the meeting, the White House described the discussions as “constructive,” adding that China confirmed their commitment to increase purchases of US agricultural exports.
If imposed, this round tariffs will affect nearly all China’s imports to the US, including electronic and clothing consumer goods.
Trump also threatened to raise tariffs to as much as 25 percent on US$250 billion worth of goods if China fails to move more quickly to reach a trade deal.",,,
2019-07-30,Shanghai trade talks end with little progress being made,Both,5,"US Trade Representative Robert Lighthizer, Treasury Secretary Steven Mnuchin and Chinese Vice Premier Liu He met in Shanghai for two-day trade talks. This is the first face-to-face interaction since Xi and Trump met at the G20 Summit in June, and the first official high-level negotiation since May, this year.
As most analysts predicted, the talks ended with little progress. Both sides agreed to keep talking and will meet again in September.
The talks centered around goodwill gestures, such as Chinese commitments to purchase US soybeans, pork, ethanol, and other agricultural commodities, and the US’ promise to ease sanctions on Chinese telecoms equipment giant Huawei Technologies Co Ltd.
The White House released a statement confirming China’s commitment to increase purchases of US agricultural exports, though no details were provided. China, also confirmed the discussion of procuring US agricultural products, but did not specify as to whether an agreement was made.",,,
2019-11-07,US and China Talk Tariff Rollback,Both,5,,,,
2019-09-02,China lodges WTO tariff case against the US,China,5,,,,
